Flow;FT616 Packed Tower Water Flow (41);10.04.2025 11:53:45.677;0.00014833
Flow;FT617 Weir Water Flow;10.04.2025 11:53:45.677;0.00015833
None;Equipment Status (2);10.04.2025 11:53:45.677;2
Flow;FT616 Packed Tower Water Flow (41);10.04.2025 12:53:46.890;0.00014833
Flow;FT617 Weir Water Flow;10.04.2025 12:53:46.890;0.00015833
None;Equipment Status (2);10.04.2025 12:53:46.890;2
Flow;FT616 Packed Tower Water Flow (41);10.04.2025 13:53:45.507;0.00014833
Flow;FT617 Weir Water Flow;10.04.2025 13:53:45.507;0.00015833
None;Equipment Status (2);10.04.2025 13:53:45.507;2
Flow;FT616 Packed Tower Water Flow (41);10.04.2025 14:53:46.760;0.00014833
Flow;FT617 Weir Water Flow;10.04.2025 14:53:46.760;0.00015833
None;Equipment Status (2);10.04.2025 14:53:46.760;2
Flow;FT616 Packed Tower Water Flow (41);10.04.2025 15:53:46.067;0.00014
Flow;FT617 Weir Water Flow;10.04.2025 15:53:46.067;0.00015
None;Equipment Status (2);10.04.2025 15:53:46.067;2
Flow;FT616 Packed Tower Water Flow (41);10.04.2025 16:53:44.030;0.00014833
Flow;FT617 Weir Water Flow;10.04.2025 16:53:44.030;0.00015833
None;Equipment Status (2);10.04.2025 16:53:44.030;2
Flow;FT616 Packed Tower Water Flow (41);10.04.2025 17:53:49.287;0.00015
Flow;FT617 Weir Water Flow;10.04.2025 17:53:49.287;0.00016
None;Equipment Status (2);10.04.2025 17:53:49.287;2
None;Equipment Status (2);10.04.2025 18:53:50.220;2
Flow;FT616 Packed Tower Water Flow (41);10.04.2025 18:53:50.233;0.00015
Flow;FT617 Weir Water Flow;10.04.2025 18:53:50.233;0.00015833
Flow;FT616 Packed Tower Water Flow (41);10.04.2025 19:53:50.453;0.00014667
Flow;FT617 Weir Water Flow;10.04.2025 19:53:50.453;0.00015833
None;Equipment Status (2);10.04.2025 19:53:50.453;2
Flow;FT616 Packed Tower Water Flow (41);10.04.2025 20:53:46.607;0.00014833
Flow;FT617 Weir Water Flow;10.04.2025 20:53:46.607;0.00015833
None;Equipment Status (2);10.04.2025 20:53:46.607;2
None;Equipment Status (2);10.04.2025 21:53:50.757;2
Flow;FT616 Packed Tower Water Flow (41);10.04.2025 21:53:50.770;0.00014667
Flow;FT617 Weir Water Flow;10.04.2025 21:53:50.770;0.00015833
